"","ward_id","ward_tikicode","ward_name","district_id","district_tikicode","district_name","region_id","region_tikicode","region_name"
2123,5653,"VN047003016","Xã Tân Liên",116,"VN047003","Huyện Cao Lộc",305,"VN047","Lạng Sơn"
2124,5654,"VN047003017","Xã Tân Thành",116,"VN047003","Huyện Cao Lộc",305,"VN047","Lạng Sơn"
2125,5655,"VN047003018","Xã Thạch Đạn",116,"VN047003","Huyện Cao Lộc",305,"VN047","Lạng Sơn"
2126,5656,"VN047003019","Xã Thanh Lòa",116,"VN047003","Huyện Cao Lộc",305,"VN047","Lạng Sơn"
2127,5657,"VN047003020","Xã Thụy Hùng",116,"VN047003","Huyện Cao Lộc",305,"VN047","Lạng Sơn"
2128,5658,"VN047003021","Xã Xuân Long",116,"VN047003","Huyện Cao Lộc",305,"VN047","Lạng Sơn"
2129,5659,"VN047003022","Xã Xuất Lễ",116,"VN047003","Huyện Cao Lộc",305,"VN047","Lạng Sơn"
2130,5660,"VN047003023","Xã Yên Trạch",116,"VN047003","Huyện Cao Lộc",305,"VN047","Lạng Sơn"
2131,5661,"VN047004001","Thị trấn Chi Lăng",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2132,5662,"VN047004002","Thị trấn Đồng Mỏ",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2133,5663,"VN047004003","Xã Bắc Thủy",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2134,5664,"VN047004004","Xã Bằng Hữu",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2135,5665,"VN047004005","Xã Bằng Mạc",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2136,5666,"VN047004006","Xã Chi Lăng",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2137,5667,"VN047004007","Xã Chiến Thắng",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2138,5668,"VN047004008","Xã Gia Lộc",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2139,5669,"VN047004009","Xã Hòa Bình",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2140,5670,"VN047004010","Xã Hữu Kiên",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2141,5671,"VN047004011","Xã Lâm Sơn",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2142,5672,"VN047004012","Xã Liên Sơn",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2143,5673,"VN047004013","Xã Mai Sao",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2144,5674,"VN047004014","Xã Nhân Lý",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2145,5675,"VN047004015","Xã Quan Sơn",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2146,5676,"VN047004016","Xã Quang Lang",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2147,5677,"VN047004017","Xã Thượng Cường",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2148,5678,"VN047004018","Xã Vân An",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2149,5679,"VN047004019","Xã Vạn Linh",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2150,5680,"VN047004020","Xã Vân Thủy",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2151,5681,"VN047004021","Xã Y Tịch",117,"VN047004","Huyện Chi Lăng",305,"VN047","Lạng Sơn"
2152,5682,"VN047005001","Thị trấn Đình Lập",118,"VN047005","Huyện Đình Lập",305,"VN047","Lạng Sơn"
2153,5683,"VN047005002","Thị trấn NT Thái Bình",118,"VN047005","Huyện Đình Lập",305,"VN047","Lạng Sơn"
2154,5684,"VN047005003","Xã Bắc Lãng",118,"VN047005","Huyện Đình Lập",305,"VN047","Lạng Sơn"
2155,5685,"VN047005004","Xã Bắc Xa",118,"VN047005","Huyện Đình Lập",305,"VN047","Lạng Sơn"
2156,5686,"VN047005005","Xã Bính Xá",118,"VN047005","Huyện Đình Lập",305,"VN047","Lạng Sơn"
2157,5687,"VN047005006","Xã Châu Sơn",118,"VN047005","Huyện Đình Lập",305,"VN047","Lạng Sơn"
2158,5688,"VN047005007","Xã Cường Lợi",118,"VN047005","Huyện Đình Lập",305,"VN047","Lạng Sơn"
2159,5689,"VN047005008","Xã Đình Lập",118,"VN047005","Huyện Đình Lập",305,"VN047","Lạng Sơn"
2160,5690,"VN047005009","Xã Đồng Thắng",118,"VN047005","Huyện Đình Lập",305,"VN047","Lạng Sơn"
2161,5691,"VN047005010","Xã Kiên Mộc",118,"VN047005","Huyện Đình Lập",305,"VN047","Lạng Sơn"
2162,5692,"VN047005011","Xã Lâm Ca",118,"VN047005","Huyện Đình Lập",305,"VN047","Lạng Sơn"
2163,5693,"VN047005012","Xã Thái Bình",118,"VN047005","Huyện Đình Lập",305,"VN047","Lạng Sơn"
2164,5598,"VN047001001","Thị trấn Bắc Sơn",119,"VN047001","Huyện Bắc Sơn",305,"VN047","Lạng Sơn"
2165,5599,"VN047001002","Xã Bắc Sơn",119,"VN047001","Huyện Bắc Sơn",305,"VN047","Lạng Sơn"
2166,5600,"VN047001003","Xã Chiến Thắng",119,"VN047001","Huyện Bắc Sơn",305,"VN047","Lạng Sơn"
2167,5601,"VN047001004","Xã Chiêu Vũ",119,"VN047001","Huyện Bắc Sơn",305,"VN047","Lạng Sơn"
2168,5602,"VN047001005","Xã Đồng ý",119,"VN047001","Huyện Bắc Sơn",305,"VN047","Lạng Sơn"
2169,5603,"VN047001006","Xã Hưng Vũ",119,"VN047001","Huyện Bắc Sơn",305,"VN047","Lạng Sơn"
2170,5604,"VN047001007","Xã Hữu Vĩnh",119,"VN047001","Huyện Bắc Sơn",305,"VN047","Lạng Sơn"
2171,5605,"VN047001008","Xã Long Đống",119,"VN047001","Huyện Bắc Sơn",305,"VN047","Lạng Sơn"
2172,5606,"VN047001009","Xã Nhất Hòa",119,"VN047001","Huyện Bắc Sơn",305,"VN047","Lạng Sơn"
2173,5607,"VN047001010","Xã Nhất Tiến",119,"VN047001","Huyện Bắc Sơn",305,"VN047","Lạng Sơn"
2174,5608,"VN047001011","Xã Quỳnh Sơn",119,"VN047001","Huyện Bắc Sơn",305,"VN047","Lạng Sơn"
2175,5609,"VN047001012","Xã Tân Hương",119,"VN047001","Huyện Bắc Sơn",305,"VN047","Lạng Sơn"
2176,5610,"VN047001013","Xã Tân Lập",119,"VN047001","Huyện Bắc Sơn",305,"VN047","Lạng Sơn"
2177,5611,"VN047001014","Xã Tân Thành",119,"VN047001","Huyện Bắc Sơn",305,"VN047","Lạng Sơn"
2178,5612,"VN047001015","Xã Tân Tri",119,"VN047001","Huyện Bắc Sơn",305,"VN047","Lạng Sơn"
2179,5613,"VN047001016","Xã Trấn Yên",119,"VN047001","Huyện Bắc Sơn",305,"VN047","Lạng Sơn"
2180,5614,"VN047001017","Xã Vạn Thủy",119,"VN047001","Huyện Bắc Sơn",305,"VN047","Lạng Sơn"
2181,5615,"VN047001018","Xã Vũ Lăng",119,"VN047001","Huyện Bắc Sơn",305,"VN047","Lạng Sơn"
2182,5616,"VN047001019","Xã Vũ Lễ",119,"VN047001","Huyện Bắc Sơn",305,"VN047","Lạng Sơn"
2183,5617,"VN047001020","Xã Vũ Sơn",119,"VN047001","Huyện Bắc Sơn",305,"VN047","Lạng Sơn"
2184,5749,"VN047008001","Thị trấn Thất Khê",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2185,5750,"VN047008002","Xã Bắc Ái",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2186,5751,"VN047008003","Xã Cao Minh",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2187,5752,"VN047008004","Xã Chi Lăng",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2188,5753,"VN047008005","Xã Chí Minh",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2189,5754,"VN047008006","Xã Đại Đồng",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2190,5755,"VN047008007","Xã Đào Viên",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2191,5756,"VN047008008","Xã Đề Thám",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2192,5757,"VN047008009","Xã Đoàn Kết",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2193,5758,"VN047008010","Xã Đội Cấn",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2194,5759,"VN047008011","Xã Hùng Sơn",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2195,5760,"VN047008012","Xã Hùng Việt",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2196,5761,"VN047008013","Xã Kháng Chiến",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2197,5762,"VN047008014","Xã Khánh Long",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2198,5763,"VN047008015","Xã Kim Đồng",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2199,5764,"VN047008016","Xã Quốc Khánh",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2200,5765,"VN047008017","Xã Quốc Việt",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2201,5766,"VN047008018","Xã Tân Minh",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2202,5767,"VN047008019","Xã Tân Tiến",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2203,5768,"VN047008020","Xã Tân Yên",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2204,5769,"VN047008021","Xã Tri Phương",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2205,5770,"VN047008022","Xã Trung Thành",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2206,5771,"VN047008023","Xã Vĩnh Tiến",120,"VN047008","Huyện Tràng Định",305,"VN047","Lạng Sơn"
2207,5694,"VN047006001","Thị trấn Hữu Lũng",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2208,5695,"VN047006002","Xã Cai Kinh",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2209,5696,"VN047006003","Xã Đô Lương",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2210,5697,"VN047006004","Xã Đồng Tân",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2211,5698,"VN047006005","Xã Đồng Tiến",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2212,5699,"VN047006006","Xã Hồ Sơn",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2213,5700,"VN047006007","Xã Hòa Bình",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2214,5701,"VN047006008","Xã Hòa Lạc",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2215,5702,"VN047006009","Xã Hòa Sơn",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2216,5703,"VN047006010","Xã Hòa Thắng",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2217,5704,"VN047006011","Xã Hữu Liên",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2218,5705,"VN047006012","Xã Minh Hòa",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2219,5706,"VN047006013","Xã Minh Sơn",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2220,5707,"VN047006014","Xã Minh Tiến",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2221,5708,"VN047006015","Xã Nhật Tiến",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2222,5709,"VN047006016","Xã Quyết Thắng",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2223,5710,"VN047006017","Xã Sơn Hà",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2224,5711,"VN047006018","Xã Tân Lập",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2225,5712,"VN047006019","Xã Tân Thành",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2226,5713,"VN047006020","Xã Thanh Sơn",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2227,5714,"VN047006021","Xã Thiện Kỵ",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2228,5715,"VN047006022","Xã Vân Nham",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2229,5716,"VN047006023","Xã Yên Bình",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2230,5717,"VN047006024","Xã Yên Sơn",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2231,5718,"VN047006025","Xã Yên Thịnh",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2232,5719,"VN047006026","Xã Yên Vượng",121,"VN047006","Huyện Hữu Lũng",305,"VN047","Lạng Sơn"
2233,1685,"VN024003002","Xã An Lạc",122,"VN024003","Huyện Hạ Lang",288,"VN024","Cao Bằng"
2234,1686,"VN024003003","Xã Cô Ngân",122,"VN024003","Huyện Hạ Lang",288,"VN024","Cao Bằng"
2235,1687,"VN024003004","Xã Đồng Loan",122,"VN024003","Huyện Hạ Lang",288,"VN024","Cao Bằng"
2236,1688,"VN024003005","Xã Đức Quang",122,"VN024003","Huyện Hạ Lang",288,"VN024","Cao Bằng"
2237,1689,"VN024003006","Xã Kim Loan",122,"VN024003","Huyện Hạ Lang",288,"VN024","Cao Bằng"
2238,1690,"VN024003007","Xã Lý Quốc",122,"VN024003","Huyện Hạ Lang",288,"VN024","Cao Bằng"
2239,1691,"VN024003008","Xã Minh Long",122,"VN024003","Huyện Hạ Lang",288,"VN024","Cao Bằng"
2240,1692,"VN024003009","Xã Quang Long",122,"VN024003","Huyện Hạ Lang",288,"VN024","Cao Bằng"
2241,1693,"VN024003010","Xã Thái Đức",122,"VN024003","Huyện Hạ Lang",288,"VN024","Cao Bằng"
2242,1694,"VN024003011","Xã Thắng Lợi",122,"VN024003","Huyện Hạ Lang",288,"VN024","Cao Bằng"
2243,1695,"VN024003001","Thị trấn Thanh Nhật",122,"VN024003","Huyện Hạ Lang",288,"VN024","Cao Bằng"
2244,1696,"VN024003012","Xã Thị Hoa",122,"VN024003","Huyện Hạ Lang",288,"VN024","Cao Bằng"
2245,1697,"VN024003013","Xã Việt Chu",122,"VN024003","Huyện Hạ Lang",288,"VN024","Cao Bằng"
2246,1698,"VN024003014","Xã Vinh Quý",122,"VN024003","Huyện Hạ Lang",288,"VN024","Cao Bằng"
2247,1762,"VN024007001","Thị trấn Hoà Thuận",123,"VN024007","Huyện Phục Hoà",288,"VN024","Cao Bằng"
2248,1763,"VN024007002","Thị trấn Tà Lùng",123,"VN024007","Huyện Phục Hoà",288,"VN024","Cao Bằng"
2249,1764,"VN024007003","Xã Cách Linh",123,"VN024007","Huyện Phục Hoà",288,"VN024","Cao Bằng"
2250,1765,"VN024007004","Xã Đại Sơn",123,"VN024007","Huyện Phục Hoà",288,"VN024","Cao Bằng"
2251,1766,"VN024007005","Xã Hồng Đại",123,"VN024007","Huyện Phục Hoà",288,"VN024","Cao Bằng"
2252,1767,"VN024007006","Xã Lương Thiện",123,"VN024007","Huyện Phục Hoà",288,"VN024","Cao Bằng"
2253,1768,"VN024007007","Xã Mỹ Hưng",123,"VN024007","Huyện Phục Hoà",288,"VN024","Cao Bằng"
2254,1769,"VN024007008","Xã Tiên Thành",123,"VN024007","Huyện Phục Hoà",288,"VN024","Cao Bằng"
2255,1770,"VN024007009","Xã Triệu ẩu",123,"VN024007","Huyện Phục Hoà",288,"VN024","Cao Bằng"
2256,1826,"VN024012001","Thị trấn Trùng Khánh",124,"VN024012","Huyện Trùng Khánh",288,"VN024","Cao Bằng"
2257,1827,"VN024012002","Xã Cảnh Tiên",124,"VN024012","Huyện Trùng Khánh",288,"VN024","Cao Bằng"
2258,1828,"VN024012003","Xã Cao Thăng",124,"VN024012","Huyện Trùng Khánh",288,"VN024","Cao Bằng"
2259,1829,"VN024012004","Xã Chí Viễn",124,"VN024012","Huyện Trùng Khánh",288,"VN024","Cao Bằng"
2260,1830,"VN024012005","Xã Đàm Thuỷ",124,"VN024012","Huyện Trùng Khánh",288,"VN024","Cao Bằng"
2261,1831,"VN024012006","Xã Đình Minh",124,"VN024012","Huyện Trùng Khánh",288,"VN024","Cao Bằng"
2262,1832,"VN024012007","Xã Đình Phong",124,"VN024012","Huyện Trùng Khánh",288,"VN024","Cao Bằng"
2263,1833,"VN024012008","Xã Đoài Côn",124,"VN024012","Huyện Trùng Khánh",288,"VN024","Cao Bằng"
2264,1834,"VN024012009","Xã Đức Hồng",124,"VN024012","Huyện Trùng Khánh",288,"VN024","Cao Bằng"
2265,1835,"VN024012010","Xã Khâm Thành",124,"VN024012","Huyện Trùng Khánh",288,"VN024","Cao Bằng"
2266,1836,"VN024012011","Xã Lăng Hiếu",124,"VN024012","Huyện Trùng Khánh",288,"VN024","Cao Bằng"
2267,1837,"VN024012012","Xã Lăng Yên",124,"VN024012","Huyện Trùng Khánh",288,"VN024","Cao Bằng"
2268,1838,"VN024012013","Xã Ngọc Chung",124,"VN024012","Huyện Trùng Khánh",288,"VN024","Cao Bằng"
2269,1839,"VN024012014","Xã Ngọc Côn",124,"VN024012","Huyện Trùng Khánh",288,"VN024","Cao Bằng"
2270,1840,"VN024012015","Xã Ngọc Khê",124,"VN024012","Huyện Trùng Khánh",288,"VN024","Cao Bằng"
2271,1841,"VN024012016","Xã Phong Châu",124,"VN024012","Huyện Trùng Khánh",288,"VN024","Cao Bằng"
2272,1842,"VN024012017","Xã Phong Nậm",124,"VN024012","Huyện Trùng Khánh",288,"VN024","Cao Bằng"
2273,1843,"VN024012018","Xã Thân Giáp",124,"VN024012","Huyện Trùng Khánh",288,"VN024","Cao Bằng"
2274,1844,"VN024012019","Xã Thông Hoè",124,"VN024012","Huyện Trùng Khánh",288,"VN024","Cao Bằng"
2275,1845,"VN024012020","Xã Trung Phúc",124,"VN024012","Huyện Trùng Khánh",288,"VN024","Cao Bằng"
2276,1816,"VN024011001","Thị trấn Hùng Quốc",125,"VN024011","Huyện Trà Lĩnh",288,"VN024","Cao Bằng"
2277,1817,"VN024011002","Xã Cao Chương",125,"VN024011","Huyện Trà Lĩnh",288,"VN024","Cao Bằng"
2278,1818,"VN024011003","Xã Cô Mười",125,"VN024011","Huyện Trà Lĩnh",288,"VN024","Cao Bằng"
2279,1819,"VN024011004","Xã Lưu Ngọc",125,"VN024011","Huyện Trà Lĩnh",288,"VN024","Cao Bằng"
2280,1820,"VN024011005","Xã Quang Hán",125,"VN024011","Huyện Trà Lĩnh",288,"VN024","Cao Bằng"
2281,1821,"VN024011006","Xã Quang Trung",125,"VN024011","Huyện Trà Lĩnh",288,"VN024","Cao Bằng"
2282,1822,"VN024011007","Xã Quang Vinh",125,"VN024011","Huyện Trà Lĩnh",288,"VN024","Cao Bằng"
2283,1823,"VN024011008","Xã Quốc Toản",125,"VN024011","Huyện Trà Lĩnh",288,"VN024","Cao Bằng"
2284,1824,"VN024011009","Xã Tri Phương",125,"VN024011","Huyện Trà Lĩnh",288,"VN024","Cao Bằng"
2285,1825,"VN024011010","Xã Xuân Nội",125,"VN024011","Huyện Trà Lĩnh",288,"VN024","Cao Bằng"
2286,1671,"VN024002001","Thị trấn Pác Miầu",126,"VN024002","Huyện Bảo Lâm",288,"VN024","Cao Bằng"
2287,1672,"VN024002002","Xã Đức Hạnh",126,"VN024002","Huyện Bảo Lâm",288,"VN024","Cao Bằng"
2288,1673,"VN024002003","Xã Lý Bôn",126,"VN024002","Huyện Bảo Lâm",288,"VN024","Cao Bằng"
2289,1674,"VN024002004","Xã Mông Ân",126,"VN024002","Huyện Bảo Lâm",288,"VN024","Cao Bằng"
2290,1675,"VN024002005","Xã Nam Cao",126,"VN024002","Huyện Bảo Lâm",288,"VN024","Cao Bằng"
2291,1676,"VN024002006","Xã Nam Quang",126,"VN024002","Huyện Bảo Lâm",288,"VN024","Cao Bằng"
2292,1677,"VN024002007","Xã Quảng Lâm",126,"VN024002","Huyện Bảo Lâm",288,"VN024","Cao Bằng"
2293,1678,"VN024002008","Xã Tân Việt",126,"VN024002","Huyện Bảo Lâm",288,"VN024","Cao Bằng"
2294,1679,"VN024002009","Xã Thạch Lâm",126,"VN024002","Huyện Bảo Lâm",288,"VN024","Cao Bằng"
2295,1680,"VN024002010","Xã Thái Học",126,"VN024002","Huyện Bảo Lâm",288,"VN024","Cao Bằng"
2296,1681,"VN024002011","Xã Thái Sơn",126,"VN024002","Huyện Bảo Lâm",288,"VN024","Cao Bằng"
2297,1682,"VN024002012","Xã Vĩnh Phong",126,"VN024002","Huyện Bảo Lâm",288,"VN024","Cao Bằng"
2298,1683,"VN024002013","Xã Vĩnh Quang",126,"VN024002","Huyện Bảo Lâm",288,"VN024","Cao Bằng"
2299,1684,"VN024002014","Xã Yên Thổ",126,"VN024002","Huyện Bảo Lâm",288,"VN024","Cao Bằng"
2300,1654,"VN024001001","Thị trấn Bảo Lạc",127,"VN024001","Huyện Bảo Lạc",288,"VN024","Cao Bằng"
2301,1655,"VN024001002","Xã Bảo Toàn",127,"VN024001","Huyện Bảo Lạc",288,"VN024","Cao Bằng"
2302,1656,"VN024001003","Xã Cô Ba",127,"VN024001","Huyện Bảo Lạc",288,"VN024","Cao Bằng"
2303,1657,"VN024001004","Xã Cốc Pàng",127,"VN024001","Huyện Bảo Lạc",288,"VN024","Cao Bằng"
2304,1658,"VN024001005","Xã Đình Phùng",127,"VN024001","Huyện Bảo Lạc",288,"VN024","Cao Bằng"
2305,1659,"VN024001006","Xã Hồng An",127,"VN024001","Huyện Bảo Lạc",288,"VN024","Cao Bằng"
2306,1660,"VN024001007","Xã Hồng Trị",127,"VN024001","Huyện Bảo Lạc",288,"VN024","Cao Bằng"
2307,1661,"VN024001008","Xã Hưng Đạo",127,"VN024001","Huyện Bảo Lạc",288,"VN024","Cao Bằng"
2308,1662,"VN024001009","Xã Hưng Thịnh",127,"VN024001","Huyện Bảo Lạc",288,"VN024","Cao Bằng"
2309,1663,"VN024001010","Xã Huy Giáp",127,"VN024001","Huyện Bảo Lạc",288,"VN024","Cao Bằng"
2310,1664,"VN024001011","Xã Khánh Xuân",127,"VN024001","Huyện Bảo Lạc",288,"VN024","Cao Bằng"
2311,1665,"VN024001012","Xã Kim Cúc",127,"VN024001","Huyện Bảo Lạc",288,"VN024","Cao Bằng"
2312,1666,"VN024001013","Xã Phan Thanh",127,"VN024001","Huyện Bảo Lạc",288,"VN024","Cao Bằng"
2313,1667,"VN024001014","Xã Sơn Lập",127,"VN024001","Huyện Bảo Lạc",288,"VN024","Cao Bằng"
2314,1668,"VN024001015","Xã Sơn Lộ",127,"VN024001","Huyện Bảo Lạc",288,"VN024","Cao Bằng"
2315,1669,"VN024001016","Xã Thượng Hà",127,"VN024001","Huyện Bảo Lạc",288,"VN024","Cao Bằng"
2316,1670,"VN024001017","Xã Xuân Trường",127,"VN024001","Huyện Bảo Lạc",288,"VN024","Cao Bằng"
2317,1699,"VN024004002","Xã Cải Viên",128,"VN024004","Huyện Hà Quảng",288,"VN024","Cao Bằng"
2318,1700,"VN024004003","Xã Đào Ngạn",128,"VN024004","Huyện Hà Quảng",288,"VN024","Cao Bằng"
2319,1701,"VN024004004","Xã Hạ Thôn",128,"VN024004","Huyện Hà Quảng",288,"VN024","Cao Bằng"
2320,1702,"VN024004005","Xã Hồng Sĩ",128,"VN024004","Huyện Hà Quảng",288,"VN024","Cao Bằng"
2321,1703,"VN024004006","Xã Kéo Yên",128,"VN024004","Huyện Hà Quảng",288,"VN024","Cao Bằng"
2322,1704,"VN024004007","Xã Lũng Nặm",128,"VN024004","Huyện Hà Quảng",288,"VN024","Cao Bằng"
2323,1705,"VN024004008","Xã Mã Ba",128,"VN024004","Huyện Hà Quảng",288,"VN024","Cao Bằng"
2324,1706,"VN024004009","Xã Nà Sác",128,"VN024004","Huyện Hà Quảng",288,"VN024","Cao Bằng"
2325,1707,"VN024004010","Xã Nội Thôn",128,"VN024004","Huyện Hà Quảng",288,"VN024","Cao Bằng"
2326,1708,"VN024004011","Xã Phù Ngọc",128,"VN024004","Huyện Hà Quảng",288,"VN024","Cao Bằng"
2327,1709,"VN024004012","Xã Quý Quân",128,"VN024004","Huyện Hà Quảng",288,"VN024","Cao Bằng"
2328,1710,"VN024004013","Xã Sĩ Hai",128,"VN024004","Huyện Hà Quảng",288,"VN024","Cao Bằng"
2329,1711,"VN024004014","Xã Sóc Hà",128,"VN024004","Huyện Hà Quảng",288,"VN024","Cao Bằng"
2330,1712,"VN024004015","Xã Thượng Thôn",128,"VN024004","Huyện Hà Quảng",288,"VN024","Cao Bằng"
2331,1713,"VN024004016","Xã Tổng Cọt",128,"VN024004","Huyện Hà Quảng",288,"VN024","Cao Bằng"
2332,1714,"VN024004017","Xã Trường Hà",128,"VN024004","Huyện Hà Quảng",288,"VN024","Cao Bằng"
2333,1715,"VN024004018","Xã Vân An",128,"VN024004","Huyện Hà Quảng",288,"VN024","Cao Bằng"
2334,1716,"VN024004019","Xã Vần Dính",128,"VN024004","Huyện Hà Quảng",288,"VN024","Cao Bằng"
2335,1717,"VN024004001","Thị trấn Xuân Hòa",128,"VN024004","Huyện Hà Quảng",288,"VN024","Cao Bằng"
2336,1771,"VN024008001","Thị trấn Quảng Uyên",129,"VN024008","Huyện Quảng Uyên",288,"VN024","Cao Bằng"
2337,1772,"VN024008002","Xã Bình Lăng",129,"VN024008","Huyện Quảng Uyên",288,"VN024","Cao Bằng"
2338,1773,"VN024008003","Xã Cai Bộ",129,"VN024008","Huyện Quảng Uyên",288,"VN024","Cao Bằng"
2339,1774,"VN024008004","Xã Chí Thảo",129,"VN024008","Huyện Quảng Uyên",288,"VN024","Cao Bằng"
2340,1775,"VN024008005","Xã Đoài Khôn",129,"VN024008","Huyện Quảng Uyên",288,"VN024","Cao Bằng"
2341,1776,"VN024008006","Xã Độc Lập",129,"VN024008","Huyện Quảng Uyên",288,"VN024","Cao Bằng"
2342,1777,"VN024008007","Xã Hạnh Phúc",129,"VN024008","Huyện Quảng Uyên",288,"VN024","Cao Bằng"
2343,1778,"VN024008008","Xã Hoàng Hải",129,"VN024008","Huyện Quảng Uyên",288,"VN024","Cao Bằng"
2344,1779,"VN024008009","Xã Hồng Định",129,"VN024008","Huyện Quảng Uyên",288,"VN024","Cao Bằng"
2345,1780,"VN024008010","Xã Hồng Quang",129,"VN024008","Huyện Quảng Uyên",288,"VN024","Cao Bằng"
2346,1781,"VN024008011","Xã Ngọc Động",129,"VN024008","Huyện Quảng Uyên",288,"VN024","Cao Bằng"
2347,1782,"VN024008012","Xã Phi Hải",129,"VN024008","Huyện Quảng Uyên",288,"VN024","Cao Bằng"
2348,1783,"VN024008013","Xã Phúc Sen",129,"VN024008","Huyện Quảng Uyên",288,"VN024","Cao Bằng"
2349,1784,"VN024008014","Xã Quảng Hưng",129,"VN024008","Huyện Quảng Uyên",288,"VN024","Cao Bằng"
